File Name;Game Title;Rpi 1 Status;Rpi 2 Status;Rpi 3 Status;Parent;BIOS;Samples;Notes;Year;Manufacturer;Played
goindol;Goindol (World);Untested;Untested;Untested;;;;;1987;Sun a Electronics;
gokuparo;Gokujyou Parodius (ver JAD);Untested;Untested;Untested;;;;;1994;Konami;
goldbug;Gold Bug;Untested;Untested;Untested;;;;;1982;Century Electronics;
goldmedl;Gold Medalist;Untested;Untested;OK;;;;;1988;SNK;
goldnaxe;Golden Axe (Version 1);Untested;OK;OK;;;;;1989;Sega;
gollygho;Golly! Ghost!;Untested;Untested;Untested;;;;;1990;Namco;
gomoku;Gomoku Narabe Renju;Untested;Untested;Untested;;;;;1981;Nichibutsu;
gondo;Gondomania (US);Untested;Untested;Untested;;;;;1987;Data East USA;
goonies;Vs. The Goonies;Untested;Untested;Untested;;;;;1986;Konami;
gorf;Gorf;Untested;Untested;OK;;;;;1981;Midway;
gotcha;Got-cha;Untested;Untested;Untested;;;;;1997;Dongsung;
gowcaizr;Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer;Untested;Untested;Untested;;neogeo;;;1995;Technos;
gpilots;Ghost Pilots;Untested;Untested;Untested;;neogeo;;;1991;SNK;
gradius3;Gradius III (Japan);Untested;OK;Untested;;;;;1989;Konami;
gratia;Gratia - Second Earth (92047-01 version);Untested;Untested;Untested;;;;;1996;Jaleco;
gravitar;Gravitar (version 3);Untested;Untested;OK;;;;;1982;Atari;
grchamp;Grand Champion;Untested;Untested;Untested;;;;;1981;Taito;
greatgun;Great Guns;Untested;Untested;Untested;;;;;1983;Stern;
gridiron;Gridiron Fight;Untested;Untested;Untested;;;;;1985;Tehkan;
gridlee;Gridlee;Untested;Untested;Untested;;;;;1983;Videa;
grndtour;Grand Tour;Untested;Untested;Untested;;;;;1993;IGS;
grobda;Grobda (New version);Untested;Untested;Untested;;;;;1984;Namco;
groundfx;Ground Effects / Super Ground Effects (Japan);Untested;Untested;Untested;;;;;1992;Taito Corporation;
grudge;Grudge Match (prototype);Untested;Untested;Untested;;;;;;Bally/Midway;
gslgr94u;Great Sluggers '94;Untested;Untested;Untested;;;;;1994;Namco;
gstrik2;Grand Striker 2 (Japan);Untested;Untested;Untested;;;;;1996;Human Amusement;
gstriker;Grand Striker;Untested;Untested;Untested;;;;;1993;Human;
gsword;Great Swordsman;Untested;Untested;Untested;;;;;1984;Taito Corporation;
gtg;Golden Tee Golf (Joystick, v3.1);Untested;Untested;Untested;;;;;1990;Strata/Incredible Technologies;
gtg2;Golden Tee Golf II (Trackball, V2.2);Untested;Untested;Untested;;;;;1992;Strata/Incredible Technologies;
gtmr;Great 1000 Miles Rally;Untested;Untested;OK;;;;;1994;Kaneko;
gtmr2;Mille Miglia 2: Great 1000 Miles Rally;Untested;Untested;Untested;;;;;1995;Kaneko;
guardian;Guardians of the Hood;Untested;Untested;OK;;;;;1992;Atari Games;
gulfstrm;Gulf Storm;Untested;Untested;Untested;;;;;1991;Dooyong;
gulfwar2;Gulf War II;Untested;Untested;Untested;;;;;1991;Comad;
gumbo;Gumbo;Untested;Untested;Untested;;;;;1994;Min Corp.;
gunbird;Gunbird (World);Untested;OK;Untested;;;;;1994;Psikyo;
gunbustr;Gunbuster (Japan);Untested;Untested;Untested;;;;;1992;Taito Corporation;
gundamex;Mobile Suit Gundam EX Revue;Untested;Untested;Untested;;;;;1994;Banpresto;
gundealr;Gun Dealer (set 1);Untested;Untested;Untested;;;;;1990;Dooyong;
gundhara;Gundhara;Untested;Untested;Untested;;;;;1995;Banpresto;
gundl94;Gun Dealer '94;Untested;Untested;Untested;;;;;1994;Dooyong;
gunfight;Gun Fight;Untested;Untested;Untested;;;;;1975;Midway;
gunforc2;Gunforce 2 (US);Untested;OK;Untested;;;;;1994;Irem;
gunforce;Gunforce - Battle Fire Engulfed Terror Island (World);Untested;OK;Untested;;;;;1991;Irem;
gunfront;Gun & Frontier (World);Untested;Untested;Untested;;;;;1990;Taito Corporation Japan;
gunlock;Gunlock (World);Untested;Untested;Untested;;;;;1993;Taito Corporation Japan;
gunnail;GunNail;Untested;Untested;Untested;;;;;1993;NMK / Tecmo;
gunsmoke;Gun.Smoke (World);Untested;OK;OK;;;;;1985;Capcom;
gururin;Gururin;Untested;Untested;Untested;;neogeo;;;1994;Face;
gutsn;Guts'n (Japan);Untested;Untested;Untested;;skns;;;2000;Kaneko / Kouyousha;
guwange;Guwange (Japan);Untested;OK;Untested;;;;;1999;Atlus/Cave;
guzzler;Guzzler;Untested;Untested;Untested;;;;;1983;Tehkan;
gwar;Guerrilla War (US);Untested;Untested;Untested;;;;;1987;SNK;
gwarrior;Galactic Warriors;Untested;Untested;Untested;;;;;1985;Konami;
gypsyjug;Gypsy Juggler;Untested;Untested;Untested;;;;;1978;Meadows;
gyrodine;Gyrodine;Untested;Untested;Untested;;;;;1984;Taito Corporation;
gyruss;Gyruss (Konami);Untested;OK;Untested;;;;;1983;Konami;
hachoo;Hachoo!;Untested;Untested;Untested;;;;;1989;Jaleco;
hal21;HAL21;Untested;Untested;Untested;;;;;1985;SNK;
halleys;Halley's Comet (US);Untested;Untested;Untested;;;;;1986;Taito America Corporation (Coin-It license);
hanaawas;Hana Awase (Flower Matching);Untested;Untested;Untested;;;;;1982;Seta;
hanagumi;Hanagumi Taisen Columns - Sakura Wars;Untested;Untested;Untested;;;;;1998;Sega;
hanamai;Hana no Mai (Japan);Untested;Untested;Untested;;;;;1988;Dynax;
hanamomo;Mahjong Hana no Momoko gumi (Japan 881201);Untested;Untested;Untested;;;;;1988;Nichibutsu;
hanaoji;Hana to Ojisan [BET] (Japan 911209);Untested;Untested;Untested;;;;;1991;Nichibutsu;
hanaroku;Hanaroku;Untested;Untested;Untested;;;;;1988;Alba;
hangon;Hang-On;Untested;Untested;Untested;;;;;1985;Sega;
hangonjr;Hang-On Jr.;Untested;Untested;Untested;;;;;1985;Sega;
harddriv;Hard Drivin' (cockpit, rev 7);Untested;Untested;Untested;;;;;1988;Atari Games;
harddunk;Hard Dunk (World);Untested;Untested;Untested;;;;;1994;Sega;
hardhat;Hard Hat;Untested;Untested;Untested;;;;;1982;Exidy;
hardhead;Hard Head;Untested;Untested;Untested;;;;;1988;SunA;
hardyard;Hard Yardage (v1.20);Untested;Untested;Untested;;;;;1993;Strata/Incredible Technologies;
hasamu;Hasamu (Japan);Untested;Untested;Untested;;;;;1991;Irem;
hatena;Adventure Quiz 2 Hatena Hatena no Dai-Bouken (Japan);Untested;Untested;Untested;;;;;1990;Capcom;
hatris;Hatris (Japan);Untested;Untested;Untested;;;;;1990;Video System Co.;
hattrick;Hat Trick;Untested;Untested;Untested;;;;;1984;Bally/Sente;
hayaosi1;Hayaoshi Quiz Ouza Ketteisen;Untested;Untested;Untested;;;;;1994;Jaleco;
hbarrel;Heavy Barrel (US);Untested;OK;Untested;;;;;1987;Data East USA;
hcastle;Haunted Castle (version M);Untested;Untested;Untested;;;;;1988;Konami;
hdrivair;Hard Drivin's Airborne (prototype);Untested;Untested;Untested;;;;;1993;Atari Games;
headon;Head On (2 players);Untested;Untested;Untested;;;;;1979;Gremlin;
headon2;Head On 2;Untested;Untested;Untested;;;;;1979;Sega;
heartatk;Heart Attack;Untested;Untested;Untested;;;;;1983;Century Electronics;
heberpop;Hebereke no Popoon (Japan);Untested;Untested;Untested;;;;;1994;Sunsoft / Atlus;
hedpanic;Head Panic (Korea?);Untested;Untested;Untested;;;;;2000;ESD / Fuuki;
heiankyo;Heiankyo Alien;Untested;Untested;Untested;;;;;1979;Denki Onkyo;
helifire;HeliFire (revision B);Untested;Untested;Untested;;;;;1980;Nintendo;
hellfire;Hellfire;Untested;Untested;Untested;;;;;1989;Toaplan (Taito license);
hero;Hero;Untested;Untested;Untested;;;;;1983;Seatongrove Ltd;
hexa;Hexa;Untested;Untested;Untested;;;;;;D. R. Korea;
hexion;Hexion (Japan);Untested;Untested;Untested;;;;;1992;Konami;
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);Untested;Untested;Untested;;;;;1998;Psikyo;
hharry;Hammerin' Harry (World);Untested;OK;Untested;;;;;1990;Irem;
higemaru;Pirate Ship Higemaru;Untested;Untested;Untested;;;;;1984;Capcom;
hiimpact;High Impact Football (rev LA3 12/27/90);Untested;Untested;Untested;;;;;1990;Williams;
hippodrm;Hippodrome (US);Untested;Untested;Untested;;;;;1989;Data East USA;
hitice;Hit the Ice (US);Untested;Untested;Untested;;;;;1990;Williams;
hitme;Hit Me;Untested;Untested;Untested;;;;;1976;RamTek;
hitnmiss;Hit 'n Miss (version 3.0);Untested;Untested;Untested;;;;;1987;Exidy;
hmcompm2;hiphopmania complete MIX 2 (ver UA-A);Untested;Untested;Untested;;;;;2000;Konami;
hnayayoi;Hana Yayoi (Japan);Untested;Untested;Untested;;;;;1987;Dyna Electronics;
hnoridur;Hana Oriduru (Japan);Untested;Untested;Untested;;;;;1989;Dynax;
hoccer;Hoccer (set 1);Untested;Untested;Untested;;;;;1983;Eastern Micro Electronics, Inc.;
hogalley;Vs. Hogan's Alley;Untested;Untested;Untested;;;;;1985;Nintendo;
holeland;Hole Land;Untested;Untested;Untested;;;;;1984;Tecfri;
holo;Holosseum;Untested;Untested;Untested;;;;;1992;Sega;
homerun;Moero Pro Yakyuu Homerun;Untested;Untested;Untested;;;;;1988;Jaleco;
hook;Hook (World);Untested;OK;Untested;;;;;1992;Irem;
hopmappy;Hopping Mappy;Untested;Untested;Untested;;;;;1986;Namco;
hopprobo;Hopper Robo;Untested;Untested;Untested;;;;;1983;Sega;
horekid;Kid no Hore Hore Daisakusen;Untested;Untested;Untested;;;;;1987;Nichibutsu;
horizon;Horizon;Untested;Untested;Untested;;;;;1985;Irem;
horshoes;American Horseshoes (US);Untested;Untested;Untested;;;;;1990;Taito America Corporation;
hotchase;Hot Chase;Untested;Untested;Untested;;;;;1988;Konami;
hotdebut;Quiz de Idol! Hot Debut (Japan);Untested;Untested;Untested;;;;;2000;Psikyo / Moss;
hotdogst;Hotdog Storm;Untested;Untested;Untested;;;;;1996;Marble;
hotgmck;Taisen Hot Gimmick (Japan);Untested;Untested;Untested;;;;;1997;Psikyo;
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);Untested;Untested;Untested;;;;;1999;Psikyo;
hotpinbl;Hot Pinball;Untested;Untested;Untested;;;;;1995;Comad & New Japan System;
hotrod;Hot Rod (turbo 3 player);Untested;Untested;Untested;;;;;1988;Sega;
hotshock;Hot Shocker;Untested;Untested;Untested;;;;;1982;E.G. Felaco;
hourouki;Mahjong Hourouki Part 1 - Seisyun Hen (Japan);Untested;Untested;Untested;;;;;1987;Home Data;
housemn2;House Mannequin Roppongi Live hen (Japan 870418);Untested;Untested;Untested;;;;;1987;Nichibutsu;
housemnq;House Mannequin (Japan 870217);Untested;Untested;Untested;;;;;1987;Nichibutsu;
hstennis;Hot Shots Tennis (V1.1);Untested;Untested;Untested;;;;;1990;Strata/Incredible Technologies;
htchctch;Hatch Catch;Untested;Untested;Untested;;;;;1995;SemiCom;
hunchbak;Hunchback;Untested;Untested;Untested;;;;;1983;Century Electronics;
huncholy;Hunchback Olympic;Untested;Untested;Untested;;;;;1984;Seatongrove Ltd;
hustle;Hustle;Untested;Untested;Untested;;;blockade;;1977;Gremlin;
hustler;Video Hustler;Untested;Untested;Untested;;;;;1981;Konami;
hvoltage;High Voltage;Untested;Untested;Untested;;;;;1985;Alpha Denshi Co.;
hvymetal;Heavy Metal;Untested;Untested;Untested;;;;;1985;Sega;
hwchamp;Heavyweight Champ;Untested;Untested;Untested;;;;;1987;Sega;
hwrace;High Way Race;Untested;Untested;Untested;;;;;1983;Taito Corporation;
hydra;Hydra;Untested;Untested;Untested;;;;;1990;Atari Games;
hyhoo;Taisen Quiz HYHOO (Japan);Untested;Untested;Untested;;;;;1987;Nichibutsu;
hyhoo2;Taisen Quiz HYHOO 2 (Japan);Untested;Untested;Untested;;;;;1987;Nichibutsu;
hyperpac;Hyper Pacman;Untested;Untested;Untested;;;;;1995;SemiCom;
hyperspt;Hyper Sports;Untested;Untested;Untested;;;;;1984;Konami (Centuri license);
hypreac2;Mahjong Hyper Reaction 2 (Japan);Untested;Untested;Untested;;;;;1997;Sammy;
iceclimb;Vs. Ice Climber;Untested;Untested;Untested;;;;;1984;Nintendo;
iceclmrj;Vs. Ice Climber Dual (Japan);Untested;Untested;Untested;;;;;1984;Nintendo;
ichidant;Ichidant-R (Puzzle & Action 2) (Japan);Untested;Untested;Untested;;;;;1994;Sega;
idhimitu;Idol no Himitsu [BET] (Japan 890304);Untested;Untested;Untested;;;;;1989;Digital Soft;
idolmj;Idol-Mahjong Housoukyoku (Japan);Untested;Untested;Untested;;;;;1988;System Service;
idsoccer;Indoor Soccer;Untested;Untested;Untested;;;;;1985;Universal;
iemoto;Iemoto (Japan 871020);Untested;Untested;Untested;;;;;1987;Nichibutsu;
iganinju;Iga Ninjyutsuden (Japan);Untested;Untested;Untested;;;;;1988;Jaleco;
igmo;IGMO;Untested;Untested;Untested;;;;;1984;Epos Corporation;
ikari;Ikari Warriors (US);Untested;OK;Untested;;;;;1986;SNK;
ikki;Ikki (Japan);Untested;Untested;Untested;;;;;1985;Sun Electronics;
imago;Imago;Untested;Untested;Untested;;;;;1983;Acom;
imekura;Imekura Mahjong (Japan);Untested;Untested;Untested;;;;;1994;SPHINX/AV JAPAN;
imgfight;Image Fight (Japan);Untested;OK;Untested;;;;;1988;Irem;
imsorry;I'm Sorry (US);Untested;Untested;OK;;;;;1985;Coreland / Sega;
indyheat;Danny Sullivan's Indy Heat;Untested;Untested;Untested;;;;;1991;Leland Corp.;
indytemp;Indiana Jones and the Temple of Doom (set 1);Untested;Untested;OK;;;;;1985;Atari Games;
inferno;Inferno;Untested;Untested;Untested;;;;;1984;Williams;
insector;Insector (prototype);Untested;Untested;Untested;;;;;1982;Gottlieb;
insectx;Insector X (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
inthunt;In The Hunt (World);Untested;OK;Untested;;;;;1993;Irem;
intrepid;Intrepid (set 1);Untested;Untested;Untested;;;;;1983;Nova Games Ltd.;
inufuku;Quiz & Variety Sukusuku Inufuku (Japan);Untested;Untested;Untested;;;;;1998;Video System Co.;
invad2ct;Space Invaders II (Midway, cocktail);Untested;Untested;Untested;;;invaders;;1980;Midway;
invaders;Space Invaders;Untested;OK;OK;;;;;1978;Midway;
invinco;Invinco;Untested;Untested;Untested;;;;;1979;Sega;
invrvnge;Invader's Revenge;Untested;Untested;Untested;;;;;;Zenitone Microsec Ltd.;
ipminvad;IPM Invader;Untested;Untested;Untested;;;;;;Irem;
iqblock;IQ-Block;Untested;Untested;Untested;;;;;1993;IGS;
irobot;I, Robot;Untested;Untested;OK;;;;;1983;Atari;
ironhors;Iron Horse;Untested;Untested;Untested;;;;;1986;Konami;
irrmaze;The Irritating Maze / Ultra Denryu Iraira Bou;Untested;Untested;Untested;;neogeo;;;1997;SNK / Saurus;
ixion;Ixion (prototype);Untested;Untested;Untested;;;;;1983;Sega;
jack;Jack the Giantkiller (set 1);Untested;Untested;Untested;;;;;1982;Cinematronics;
jackal;Jackal (World);Untested;Untested;OK;;;;;1986;Konami;
jackrabt;Jack Rabbit (set 1);Untested;Untested;Untested;;;;;1984;Zaccaria;
jailbrek;Jail Break;Untested;Untested;Untested;;;;;1986;Konami;
jajamaru;Vs. Ninja Jajamaru Kun (Japan);Untested;Untested;Untested;;;;;1985;Jaleco;
janjans1;Lovely Pop Mahjong Jan Jan Shimasyo (Japan);Untested;Untested;Untested;;;;;1996;Visco;
janshin;Jyanshin Densetsu - Quest of Jongmaster;Untested;Untested;Untested;;neogeo;;;1994;Aicom;
jcross;Jumping Cross;Untested;Untested;Untested;;;;;1984;SNK;
jedi;Return of the Jedi;Untested;Untested;Untested;;;;;1984;Atari;
jitsupro;Jitsuryoku!! Pro Yakyuu (Japan);Untested;Untested;Untested;;;;;1989;Jaleco;
jjack;Jumping Jack;Untested;Untested;Untested;;;;;1984;Universal;
jjparad2;Jan Jan Paradise 2;Untested;Untested;Untested;;skns;;;1997;Electro Design;
jjparads;Jan Jan Paradise;Untested;Untested;Untested;;skns;;;1996;Electro Design;
jjsquawk;J. J. Squawkers;Untested;Untested;Untested;;;;;1993;Athena / Able;
jogakuen;Mahjong Jogakuen (Japan);Untested;Untested;Untested;;;;;;Windom;
joust;Joust (White/Green label);Untested;OK;OK;;;;;1982;Williams;
joust2;Joust 2 - Survival of the Fittest (set 1);Untested;Untested;Untested;;;;;1986;Williams;
joyfulr;Joyful Road (Japan);Untested;Untested;Untested;;;;;1983;SNK;
joyjoy;Puzzled / Joy Joy Kid;Untested;Untested;Untested;;neogeo;;;1990;SNK;
jrpacman;Jr. Pac-Man;Untested;OK;Untested;;;;;1983;Bally Midway;
jumpbug;Jump Bug;Untested;Untested;Untested;;;;;1981;Rock-ola;
jumpcoas;Jump Coaster;Untested;Untested;Untested;;;;;1983;Kaneko;
jumpkids;Jump Kids;Untested;Untested;Untested;;;;;1993;Comad;
jumpshot;Jump Shot;Untested;Untested;Untested;;;;;1985;Bally Midway;
junglek;Jungle King (Japan);Untested;Untested;OK;;;;;1982;Taito Corporation;
jungler;Jungler;Untested;OK;OK;;;;;1981;Konami;
kabukikl;Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den;Untested;Untested;Untested;;neogeo;;;1995;Hudson;
kageki;Kageki (US);Untested;OK;Untested;;;;;1988;Taito America Corporation (Romstar license);
kaguya;Mahjong Kaguyahime [BET] (Japan 880521);Untested;Untested;Untested;;;;;1988;MIKI SYOUJI;
kaiserkn;Kaiser Knuckle (World);Untested;Untested;Untested;;;;;1994;Taito Corporation Japan;
kaitei;Kaitei Takara Sagashi;Untested;Untested;Untested;;;;;1980;K.K. Tokki;
kamenrid;Masked Riders Club Battle Race;Untested;Untested;Untested;;;;;1993;Toei / Banpresto;
kamikcab;Kamikaze Cabbie;Untested;Untested;Untested;;;;;1984;Data East Corporation;
kanatuen;Kanatsuen no Onna [BET] (Japan 880905);Untested;Untested;Untested;;;;;1988;Panac;
kangaroo;Kangaroo;Untested;Untested;Untested;;;;;1982;Sun Electronics;
kaos;Kaos;Untested;Untested;Untested;;;;;1981;GamePlan;
karatblz;Karate Blazers (World?);Untested;OK;Untested;;;;;1991;Video System Co.;
karatour;The Karate Tournament;Untested;Untested;Untested;;;;;1992;Mitchell;
karianx;Karian Cross (Rev. 1.0);Untested;Untested;Untested;;;;;1996;Deniam;
karnov;Karnov (US);Untested;Untested;Untested;;;;;1987;Data East USA;
karnovr;Karnov's Revenge / Fighter's History Dynamite;Untested;Untested;Untested;;neogeo;;;1994;Data East Corporation;
kbash;Knuckle Bash;Untested;Untested;Untested;;;;;1993;Toaplan;
kchamp;Karate Champ (US);Untested;Untested;Untested;;;;;1984;Data East USA;
keithlcy;Dramatic Adventure Quiz Keith & Lucy (Japan);Untested;Untested;Untested;;;;;1993;Visco;
kengo;Ken-Go;Untested;Untested;Untested;;;;;1991;Irem;
kick;Kick (upright);Untested;Untested;Untested;;;;;1981;Midway;
kicker;Kicker;Untested;Untested;Untested;;;;;1985;Konami;
kickgoal;Kick Goal;Untested;Untested;Untested;;;;;1995;TCH;
kicknrun;Kick and Run;Untested;Untested;Untested;;;;;1986;Taito Corporation;
kickoff;Kick Off (Japan);Untested;Untested;Untested;;;;;1988;Jaleco;
kickridr;Kick Rider;Untested;Untested;Untested;;;;;1984;Universal;
kidniki;Kid Niki - Radical Ninja (US);Untested;Untested;Untested;;;;;1986;Irem (Data East USA license);
kikcubic;Meikyu Jima (Japan);Untested;Untested;Untested;;;;;1988;Irem;
kikikai;KiKi KaiKai;Untested;Untested;OK;;;;;1986;Taito Corporation;
kikstart;Kick Start Wheelie King;Untested;Untested;Untested;;;;;1984;Taito Corporation;
killcom;Killer Comet;Untested;Untested;Untested;;;;;1980;GamePlan (Centuri license);
kingball;King & Balloon (US);Untested;Untested;Untested;;;;;1980;Namco;
kirameki;Kirameki Star Road (Japan);Untested;Untested;Untested;;;;;1997;Taito Corporation;
kirarast;Ryuusei Janshi Kirara Star;Untested;Untested;Untested;;;;;1996;Jaleco;
kittenk;Kitten Kaboodle;Untested;Untested;Untested;;;;;1988;Konami;
kiwame;Pro Mahjong Kiwame;Untested;Untested;Untested;;;;;1994;Athena;
kizuna;Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle;Untested;Untested;Untested;;neogeo;;;1996;SNK;
klax;Klax (set 1);Untested;Untested;Untested;;;;;1989;Atari Games;
knckhead;Knuckle Heads (World);Untested;Untested;Untested;;;;;1992;Namco;
kncljoe;Knuckle Joe (set 1);Untested;Untested;Untested;;;;;1985;[Seibu Kaihatsu] (Taito license);
knights;Knights of the Round (World 911127);Untested;OK;Untested;;;;;1991;Capcom;
kod;The King of Dragons (World 910711);Untested;OK;OK;;;;;1991;Capcom;
kodure;Kodure Ookami (Japan);Untested;Untested;Untested;;;;;1987;Nichibutsu;
kof2000;The King of Fighters 2000;Untested;Untested;Untested;;neogeo;;;2000;SNK;
kof94;The King of Fighters '94;Untested;Untested;Untested;;neogeo;;;1994;SNK;
kof95;The King of Fighters '95 (set 1);Untested;Untested;Untested;;neogeo;;;1995;SNK;
kof96;The King of Fighters '96 (set 1);Untested;Untested;Untested;;neogeo;;;1996;SNK;
kof97;The King of Fighters '97 (set 1);Untested;Untested;Untested;;neogeo;;;1997;SNK;
kof98;The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends;Untested;Untested;Untested;;neogeo;;;1998;SNK;
kof99;The King of Fighters '99 - Millennium Battle (set 1);Untested;Untested;Untested;;neogeo;;;1999;SNK;
koikois2;Koi Koi Shimasyo 2 - Super Real Hanafuda (Japan);Untested;Untested;Untested;;;;;1997;Visco;
koinomp;Mahjong Koi no Magic Potion (Japan);Untested;Untested;Untested;;;;;1992;Nichibutsu;
konamigt;Konami GT;Untested;Untested;Untested;;;;;1985;Konami;
konamigx;System GX;Untested;Untested;Untested;;;;;1994;Konami;
korinai;Mahjong-zukino Korinai Menmen (Japan 880425);Untested;Untested;Untested;;;;;1988;Nichibutsu;
koshien;Ah Eikou no Koshien (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
kotm;King of the Monsters (set 1);Untested;OK;Untested;;neogeo;;;1991;SNK;
kotm2;King of the Monsters 2 - The Next Thing;Untested;Untested;Untested;;neogeo;;;1992;SNK;
kouyakyu;The Koukouyakyuh;Untested;Untested;Untested;;;;;1985;Alpha Denshi Co.;
kov;Knights of Valour / Sangoku Senki (ver. 117);Untested;Untested;Untested;;pgm;;;1999;IGS;
kram;Kram (set 1);Untested;Untested;Untested;;;;;1982;Taito America Corporation;
kroozr;Kozmik Kroozr;Untested;Untested;Untested;;;;;1982;Bally Midway;
krull;Krull;Untested;Untested;Untested;;;;;1983;Gottlieb;
krzybowl;Krazy Bowl;Untested;Untested;Untested;;;;;1994;American Sammy;
ktiger2;Kyukyoku Tiger 2 (Japan);Untested;Untested;Untested;;;;;1995;Taito Corporation;
kungfum;Kung-Fu Master;Untested;Untested;Untested;;;;;1984;Irem;
kungfut;Kung-Fu Taikun;Untested;Untested;Untested;;;;;1984;Seibu Kaihatsu Inc.;
kurikint;Kuri Kinton (World);Untested;Untested;Untested;;;;;1988;Taito Corporation Japan;
kyros;Kyros;Untested;Untested;Untested;;;;;1987;World Games Inc;
kyukaidk;Kyuukai Douchuuki (Japan new version);Untested;Untested;Untested;;;;;1990;Namco;
kyustrkr;Last Striker / Kyuukyoku no Striker;Untested;Untested;Untested;;;;;1989;East Technology;
ladybug;Lady Bug;Untested;Untested;OK;;;;;1981;Universal;
ladyfrog;Lady Frog;Untested;Untested;Untested;;;;;1990;Mondial Games;
ladygolf;Vs. Stroke and Match Golf (Ladies Version);Untested;Untested;Untested;;;;;1984;Nintendo;
ladykill;Lady Killer;Untested;Untested;Untested;;;;;;Yanyaka (Mitchell license);
lagunar;Laguna Racer;Untested;Untested;Untested;;;;;1977;Midway;
lasso;Lasso;Untested;Untested;Untested;;;;;1982;SNK;
lastblad;Last Blade / Bakumatsu Roman - Gekka no Kenshi, The (set 1);Untested;Untested;Untested;;neogeo;;;1997;SNK;
lastbld2;Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi, The;Untested;Untested;OK;;neogeo;;;1998;SNK;
lastday;The Last Day (set 1);Untested;Untested;Untested;;;;;1990;Dooyong;
lastduel;Last Duel (US set 1);Untested;Untested;Untested;;;;;1988;Capcom;
lastfort;Last Fortress - Toride;Untested;Untested;Untested;;;;;1994;Metro;
lastmisn;Last Mission (US revision 6);Untested;Untested;Untested;;;;;1986;Data East USA;
lazercmd;Lazer Command;Untested;Untested;Untested;;;;;1976;Meadows Games, Inc.;
lbowling;League Bowling;Untested;OK;Untested;;neogeo;;;1990;SNK;
ldrun;Lode Runner (set 1);Untested;Untested;Untested;;;;;1984;Irem (licensed from Broderbund);
ldrun2;Lode Runner II - The Bungeling Strikes Back;Untested;Untested;Untested;;;;;1984;Irem (licensed from Broderbund);
ldrun3;Lode Runner III - The Golden Labyrinth;Untested;Untested;Untested;;;;;1985;Irem (licensed from Broderbund);
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu;Untested;Untested;Untested;;;;;1986;Irem (licensed from Broderbund);
le2;Lethal Enforcers II: Gun Fighters (ver EAA);Untested;Untested;Untested;;;;;1994;Konami;
legend;Legend;Untested;Untested;Untested;;;;;;Sega / Coreland ?;
legendos;Legend of Success Joe / Ashitano Joe Densetsu;Untested;Untested;Untested;;neogeo;;;1991;SNK;
legion;Legion (ver 2.03);Untested;Untested;Untested;;;;;1987;Nichibutsu;
lemmings;Lemmings (US Prototype);Untested;Untested;Untested;;;;;1991;Data East USA;
lemnangl;Mahjong Lemon Angel (Japan);Untested;Untested;Untested;;;;;1990;Home Data;
leprechn;Leprechaun;Untested;Untested;Untested;;;;;1982;Tong Electronic;
lethalj;Lethal Justice;Untested;Untested;Untested;;;;;1996;The Game Room;
lethalth;Lethal Thunder (World);Untested;Untested;Untested;;;;;1991;Irem;
levers;Levers;Untested;Untested;Untested;;;;;1983;Rock-ola;
lgtnfght;Lightning Fighters (US);Untested;Untested;Untested;;;;;1990;Konami;
liberate;Liberation;Untested;Untested;Untested;;;;;1984;Data East Corporation;
liberatr;Liberator (set 1);Untested;Untested;Untested;;;;;1982;Atari;
liblrabl;Libble Rabble;Untested;Untested;Untested;;;;;1983;Namco;
liquidk;Liquid Kids (World);Untested;Untested;Untested;;;;;1990;Taito Corporation Japan;
lizwiz;Lizard Wizard;Untested;Untested;Untested;;;;;1985;Techstar (Sunn license);
lkage;The Legend of Kage;Untested;Untested;Untested;;;;;1984;Taito Corporation;
llander;Lunar Lander (rev 2);Untested;Untested;Untested;;;;;1979;Atari;
lnc;Lock'n'Chase;Untested;Untested;Untested;;;;;1981;Data East Corporation;
locomotn;Loco-Motion;Untested;Untested;Untested;;;;;1982;Konami (Centuri license);
loderndf;Lode Runner - The Dig Fight (ver. B) (Japan);Untested;Untested;Untested;;;;;2000;Psikyo;
logger;Logger;Untested;Untested;Untested;;;;;1982;Century Electronics;
logicpr2;Logic Pro 2 (Japan);Untested;Untested;Untested;;;;;1997;Deniam;
logicpro;Logic Pro (Japan);Untested;Untested;Untested;;;;;1996;Deniam;
loht;Legend of Hero Tonma;Untested;OK;Untested;;;;;1989;Irem;
lomakai;Legend of Makai (World);Untested;Untested;Untested;;;;;1988;Jaleco;
looping;Looping (set 1);Untested;Untested;Untested;;;;;1982;Venture Line;
losttomb;Lost Tomb (easy);Untested;Untested;Untested;;;;;1982;Stern;
