File Name;Game Title;Rpi 1 Status;Rpi 2 Status;Rpi 3 Status;Parent;BIOS;Samples;Notes;Year;Manufacturer;Played
s1945iii;Strikers 1945 III (World) / Strikers 1999 (Japan);Untested;OK;Untested;;;;;1999;Psikyo;
s1945p;Strikers 1945 Plus;Untested;Untested;Untested;;neogeo;;;1999;Psikyo;
sabotenb;Saboten Bombers;Untested;Untested;Untested;;;;;1992;NMK / Tecmo;
sadari;Sadari;Untested;Untested;Untested;;;;;1993;[Dooyong] (NTC license);
safari;Safari;Untested;Untested;Untested;;;;;1977;Gremlin;
safarir;Safari Rally (Japan);Untested;Untested;Untested;;;;;1979;SNK;
sailormn;Pretty Soldier Sailor Moon (95/03/22B);Untested;OK;Untested;;;;;1995;Banpresto;
sailorws;Mahjong Sailor Wars (Japan);Untested;Untested;Untested;;;;;1993;Nichibutsu;
salamand;Salamander (version D);Untested;Untested;Untested;;;;;1986;Konami;
salmndr2;Salamander 2 (ver JAA);Untested;Untested;Untested;;;;;1996;Konami;
samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru jigokuhen;Untested;Untested;Untested;;neogeo;;;1994;SNK;
samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken;Untested;Untested;Untested;;neogeo;;;1995;SNK;
samsho4;Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin;Untested;Untested;Untested;;neogeo;;;1996;SNK;
samurai;Samurai;Untested;Untested;Untested;;;;;1980;Sega;
samuraia;Samurai Aces (World);Untested;OK;Untested;;;;;1993;Psikyo;
sandscrp;Sand Scorpion;Untested;Untested;Untested;;;;;1992;Face;
sasuke;Sasuke vs. Commander;Untested;Untested;Untested;;;;;1980;SNK;
satansat;Satan of Saturn;Untested;Untested;OK;;;vanguard;;1981;SNK;
saturn;Saturn;Untested;Untested;Untested;;;;;1983;[Zilec Electronics] Jaleco;
sauro;Sauro;Untested;Untested;Untested;;;;;1987;Tecfri;
savagere;Savage Reign / Fu'un Mokushiroku - kakutou sousei;Untested;Untested;Untested;;neogeo;;;1995;SNK;
sbagman;Super Bagman;Untested;Untested;Untested;;;;;1984;Valadon Automation;
sbasebal;Super Champion Baseball (US);Untested;Untested;Untested;;;;;1989;Alpha Denshi Co. (SNK of America license);
sbasketb;Super Basketball (version G);Untested;Untested;Untested;;;;;1984;Konami;
sbm;Sonic Blast Man (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
sbomberb;Space Bomber (ver. B);Untested;Untested;Untested;;;;;1998;Psikyo;
sbowling;Strike Bowling;Untested;Untested;Untested;;;;;1982;Taito Corporation;
sbrkout;Super Breakout;Untested;Untested;Untested;;;;;1978;Atari;
scandal;Scandal Mahjong (Japan 890213);Untested;Untested;Untested;;;;;1989;Nichibutsu;
scfinals;Super Cup Finals (World);Untested;Untested;Untested;;;;;1993;Taito Corporation Japan;
schaser;Space Chaser;Untested;Untested;Untested;;;;;1979;Taito;
sci;Special Criminal Investigation (World set 1);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
scion;Scion;Untested;Untested;Untested;;;;;1984;Seibu Denshi;
scobra;Super Cobra;Untested;Untested;Untested;;;;;1981;Konami;
scontra;Super Contra;Untested;Untested;OK;;;;;1988;Konami;
scorpnmc;Scorpion (Moon Cresta hardware);Untested;Untested;Untested;;;;;;Dorneer;
scramble;Scramble;Untested;Untested;OK;;;;;1981;Konami;
scregg;Scrambled Egg;Untested;Untested;Untested;;;;;1983;Technos;
screwloo;Screw Loose (prototype);Untested;Untested;Untested;;;;;1983;Mylstar;
scudhamm;Scud Hammer;Untested;Untested;Untested;;;;;1994;Jaleco;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;Untested;Untested;Untested;;;;;1991;Banpresto / Bandai;
sdi;SDI - Strategic Defense Initiative;Untested;Untested;Untested;;;;;1987;Sega;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;Untested;Untested;Untested;;neogeo;;;1996;Technos;
sdtennis;Super Doubles Tennis;Untested;Untested;Untested;;;;;1983;Data East Corporation;
sdungeon;Space Dungeon;Untested;Untested;Untested;;;;;1981;Taito America Corporation;
searchar;SAR - Search And Rescue (World);Untested;Untested;Untested;;;;;1989;SNK;
seawolf;Sea Wolf;Untested;Untested;OK;;;;;1976;Midway;
seawolf2;Sea Wolf II;Untested;Untested;OK;;;;;1978;Midway;
secolove;Second Love (Japan 861201);Untested;Untested;Untested;;;;;1986;Nichibutsu;
sectionz;Section Z (set 1);Untested;Untested;Untested;;;;;1985;Capcom;
seganinj;Sega Ninja;Untested;Untested;Untested;;;;;1985;Sega;
seicross;Seicross;Untested;Untested;Untested;;;;;1984;Nichibutsu + Alice;
seiha;Seiha (Japan 870725);Untested;Untested;Untested;;;;;1987;Nichibutsu;
selfeena;Sel Feena;Untested;Untested;Untested;;;;;1991;East Technology;
sengekis;Sengeki Striker (Asia);Untested;Untested;Untested;;skns;;;1997;Kaneko / Warashi;
sengokmj;Sengoku Mahjong (Japan);Untested;Untested;Untested;;;;;1991;Sigma;
sengoku;Sengoku / Sengoku Denshou (set 1);Untested;Untested;Untested;;neogeo;;;1991;SNK;
sengoku2;Sengoku 2 / Sengoku Denshou 2;Untested;Untested;Untested;;neogeo;;;1993;SNK;
senjyo;Senjyo;Untested;Untested;Untested;;;;;1983;Tehkan;
senknow;Sen-Know (Japan);Untested;Untested;Untested;;skns;;;1999;Kaneko / Kouyousha;
sentetst;Sente Diagnostic Cartridge;Untested;Untested;Untested;;;;;1984;Bally/Sente;
sexyparo;Sexy Parodius (ver JAA);Untested;OK;OK;;;;;1996;Konami;
sf1;Street Fighter (World);Untested;OK;OK;;;;;1987;Capcom;
sf2;Street Fighter II - The World Warrior (World 910522);Untested;OK;OK;;;;;1991;Capcom;
sf2ce;Street Fighter II' - Champion Edition (World 920313);Untested;OK;OK;;;;;1992;Capcom;
sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);Untested;OK;OK;;;;;1995;Capcom;
sfa2;Street Fighter Alpha 2 (US 960306);Untested;OK;OK;;;;;1996;Capcom;
sfa3;Street Fighter Alpha 3 (US 980904);Untested;OK;OK;;;;;1998;Capcom;
sflush;Straight Flush;Untested;Untested;Untested;;;;;1979;Taito;
sfootbal;Street Football;Untested;Untested;Untested;;;;;1986;Bally/Sente;
sfposeid;Sea Fighter Poseidon;Untested;Untested;Untested;;;;;1984;Taito Corporation;
sfx;SF-X;Untested;Untested;Untested;;;;;1983;Nichibutsu;
sgemf;Super Gem Fighter Mini Mix (US 970904);Untested;OK;Untested;;;;;1997;Capcom;
sgladiat;Gladiator 1984;Untested;Untested;Untested;;;;;1984;SNK;
sgunner;Steel Gunner;Untested;Untested;Untested;;;;;1990;Namco;
sgunner2;Steel Gunner 2 (US);Untested;Untested;Untested;;;;;1991;Namco;
shackled;Shackled (US);Untested;Untested;Untested;;;;;1986;Data East USA;
shadfrce;Shadow Force (US Version 2);Untested;OK;Untested;;;;;1993;Technos Japan;
shadowld;Shadow Land;Untested;Untested;Untested;;;;;1987;Namco;
shadoww;Shadow Warriors (World set 1);Untested;OK;OK;;;;;1988;Tecmo;
shangha2;Shanghai II (Japan);Untested;Untested;Untested;;;;;1989;Sunsoft;
shangha3;Shanghai III (Japan);Untested;Untested;Untested;;;;;1993;Sunsoft;
shanghai;Shanghai (Japan);Untested;Untested;Untested;;;;;1988;Sunsoft;
shangkid;Shanghai Kid;Untested;Untested;Untested;;;;;1985;Taiyo (Data East license);
sharkatt;Shark Attack;Untested;Untested;Untested;;;;;1980;Pacific Novelty;
sharrier;Space Harrier;Untested;OK;OK;;;;;1985;Sega;
shdancer;Shadow Dancer (US);Untested;OK;OK;;;;;1989;Sega;
sheriff;Sheriff;Untested;Untested;Untested;;;;;1979;Nintendo;
shienryu;Shienryu;Untested;Untested;Untested;;;;;1997;Warashi;
shinobi;Shinobi (set 1);Untested;OK;OK;;;;;1987;Sega;
shippumd;Shippu Mahou Daisakusen (Japan);Untested;Untested;Untested;;;;;1994;Raizing / Eighting;
shocking;Shocking;Untested;Untested;Untested;;;;;1997;Yun Sung;
shocktr2;Shock Troopers - 2nd Squad;Untested;Untested;Untested;;neogeo;;;1998;Saurus;
shocktro;Shock Troopers (set 1);Untested;Untested;Untested;;neogeo;;;1997;Saurus;
shollow;Satan's Hollow (set 1);Untested;Untested;Untested;;;;;1981;Bally Midway;
shootbul;Shoot the Bull;Untested;Untested;Untested;;;;;1985;Bally Midway;
shootout;Shoot Out (US);Untested;Untested;Untested;;;;;1985;Data East USA;
showdown;Showdown (version 5.0);Untested;Untested;Untested;;;;;1988;Exidy;
shtrider;Shot Rider;Untested;Untested;Untested;;;;;1984;Seibu Kaihatsu (Sigma license);
shuffle;Shuffleboard;Untested;Untested;Untested;;;;;1978;Midway;
shufshot;Shuffleshot (v1.39);Untested;Untested;Untested;;;;;1997;Strata/Incredible Technologies;
shuuz;Shuuz (version 8.0);Untested;Untested;Untested;;;;;1990;Atari Games;
sia2650;Super Invader Attack;Untested;Untested;Untested;;;;;1978;Zaccaria/Zelco;
sichuan2;Sichuan II (hack?) (set 1);Untested;Untested;Untested;;;;;1989;Tamtex;
sidearms;Side Arms - Hyper Dyne (World);Untested;Untested;Untested;;;;;1986;Capcom;
sidepckt;Side Pocket (World);Untested;Untested;Untested;;;;;1986;Data East Corporation;
sidetrac;Side Track;Untested;Untested;Untested;;;targ;;1979;Exidy;
silentd;Silent Dragon (World);Untested;OK;OK;;;;;1992;Taito Corporation Japan;
silkroad;The Legend of Silkroad;Untested;Untested;Untested;;;;;1999;Unico;
silkworm;Silk Worm (set 1);Untested;OK;OK;;;;;1988;Tecmo;
simpsons;The Simpsons (4 Players);Untested;OK;OK;;;;;1991;Konami;
sindbadm;Sindbad Mystery;Untested;Untested;Untested;;;;;1983;Sega;
sinistar;Sinistar (revision 3);Untested;OK;OK;;;;left analog control acts as 48-way stick;1982;Williams;
skns;Super Kaneko Nova System BIOS;Untested;Untested;Untested;;;;;1996;Kaneko;
skullxbo;Skull & Crossbones (rev 5);Untested;OK;Untested;;;;;1989;Atari Games;
skyadvnt;Sky Adventure (World);Untested;Untested;Untested;;;;;1989;Alpha Denshi Co.;
skyalert;Sky Alert;Untested;Untested;Untested;;;;;1992;Metro;
skyarmy;Sky Army;Untested;Untested;Untested;;;;;1982;Shoei;
skybase;Sky Base;Untested;Untested;Untested;;;;;1982;Omori Electric Co., Ltd.;
skybump;Sky Bumper;Untested;Untested;Untested;;;;;1982;Venture Line;
skychut;Sky Chuter;Untested;Untested;Untested;;;;;1980;Irem;
skydiver;Sky Diver;Untested;Untested;Untested;;;;;1978;Atari;
skyfox;Sky Fox;Untested;Untested;Untested;;;;;1987;Jaleco (Nichibutsu USA license);
skykid;Sky Kid (New Ver.);Untested;Untested;Untested;;;;;1985;Namco;
skykiddx;Sky Kid Deluxe (set 1);Untested;Untested;Untested;;;;;1986;Namco;
skylancr;Sky Lancer;Untested;Untested;Untested;;;;;1983;Orca (Esco Trading Co license);
skyraid;Sky Raider;Untested;Untested;Untested;;;;;1978;Atari;
skyskipr;Sky Skipper;Untested;Untested;Untested;;;;;1981;Nintendo;
skysmash;Sky Smasher;Untested;Untested;Untested;;;;;1990;Nihon System;
skysoldr;Sky Soldiers (US);Untested;Untested;Untested;;;;;1988;[Alpha Denshi Co.] (SNK of America/Romstar license);
slammast;Saturday Night Slam Masters (World 930713);Untested;OK;OK;;;;;1993;Capcom;
slapshot;Slap Shot (Japan);Untested;Untested;Untested;;;;;1994;Taito Corporation;
slikshot;Slick Shot (V2.2);Untested;Untested;Untested;;;;;1990;Grand Products/Incredible Technologies;
slither;Slither (set 1);Untested;Untested;Untested;;;;;1982;Century II;
slyspy;Sly Spy (US revision 3);Untested;Untested;Untested;;;;;1989;Data East USA;
smashtv;Smash T.V. (rev 8.00);Untested;OK;OK;;;;some hard to explain graphical glitches;1990;Williams;
smgolf;Vs. Stroke and Match Golf (Men Version);Untested;Untested;Untested;;;;;1984;Nintendo;
snakepit;Snake Pit;Untested;Untested;Untested;;;;;1984;Bally/Sente;
snakjack;Snacks'n Jaxson;Untested;Untested;Untested;;;;;1984;Bally/Sente;
snapjack;Snap Jack;Untested;Untested;Untested;;;;;1982;Universal;
snowboar;Snow Board Championship (set 1);Untested;Untested;Untested;;;;;1996;Gaelco;
snowbro2;Snow Bros. 2 - With New Elves / Otenki Paradise;Untested;OK;OK;;;;;1994;[Toaplan] Hanafram;
snowbros;Snow Bros. - Nick & Tom (set 1);Untested;OK;OK;;;;;1990;Toaplan;
socbrawl;Soccer Brawl;Untested;Untested;OK;;neogeo;;;1991;SNK;
soccer;Atari Soccer;Untested;Untested;Untested;;;;;1980;Atari;
sokonuke;Sokonuke Taisen Game (Japan);Untested;Untested;Untested;;;;;1995;Sammy Industries;
solarfox;Solar Fox;Untested;Untested;Untested;;;;;1981;Bally Midway;
solarq;Solar Quest;Untested;Untested;Untested;;;;;1981;Cinematronics;
soldamj;Soldam (Japan);Untested;Untested;Untested;;;;;1992;Jaleco;
soldivid;Sol Divide - The Sword Of Darkness;Untested;Untested;Untested;;;;;1997;Psikyo;
solfigtr;Solitary Fighter (World);Untested;Untested;Untested;;;;;1991;Taito Corporation Japan;
solomon;Solomon's Key (Japan);Untested;Untested;Untested;;;;;1986;Tecmo;
solvalou;Solvalou (Japan);Untested;Untested;Untested;;;;;1991;Namco;
sonicwi2;Aero Fighters 2 / Sonic Wings 2;Untested;Untested;OK;;neogeo;;;1994;Video System Co.;
sonicwi3;Aero Fighters 3 / Sonic Wings 3;Untested;Untested;OK;;neogeo;;;1995;Video System Co.;
sonofphx;Son of Phoenix;Untested;Untested;Untested;;;;;1985;Associated Overseas MFR, Inc;
sonson;Son Son;Untested;Untested;Untested;;;;;1984;Capcom;
sos;SOS;Untested;Untested;Untested;;;;;1980;Namco;
sotsugyo;Sotsugyo Shousho;Untested;Untested;Untested;;;;;1995;Mitchell (Atlus license);
spacbeam;Space Beam;Untested;Untested;Untested;;;;;1979;Irem;
spacduel;Space Duel;Untested;Untested;Untested;;;;;1980;Atari;
spacecr;Space Cruiser;Untested;Untested;Untested;;;;;1981;Taito Corporation;
spacedx;Space Invaders DX (US) v2.1;Untested;Untested;Untested;;;;;1994;Taito Corporation;
spacefb;Space Firebird (Nintendo);Untested;Untested;Untested;;;;;1980;Nintendo;
spacefev;Space Fever (color);Untested;Untested;Untested;;;;;1979;Nintendo;
spacefrt;Space Fortress;Untested;Untested;Untested;;;;;1981;Century Electronics;
spacegun;Space Gun (World);Untested;Untested;Untested;;;;;1990;Taito Corporation Japan;
spaceint;Space Intruder;Untested;Untested;Untested;;;invaders;;1980;Shoei;
spaceod;Space Odyssey;Untested;Untested;OK;;;;;1981;Sega;
spaceskr;Space Seeker;Untested;Untested;Untested;;;;;1981;Taito Corporation;
spacetrk;Space Trek (upright);Untested;Untested;Untested;;;;;1980;Sega;
spacewar;Space Wars;Untested;Untested;Untested;;;;;1978;Cinematronics;
spacezap;Space Zap;Untested;Untested;Untested;;;;;1980;Midway;
spang;Super Pang (World);Untested;Untested;Untested;;;;;1990;Mitchell;
sparkz;Sparkz (prototype);Untested;Untested;Untested;;;;;1992;Atari Games;
spatter;Spatter;Untested;Untested;Untested;;;;;1984;Sega;
spbactn;Super Pinball Action (US);Untested;Untested;Untested;;;;;1991;Tecmo;
spcenctr;Space Encounters;Untested;Untested;Untested;;;;;1980;Midway;
spcforce;Space Force;Untested;Untested;Untested;;;;;1980;Venture Line;
spcfrcii;Special Forces II;Untested;Untested;Untested;;;;;1985;Senko Industries (Magic Eletronics Inc. licence);
spcinv95;Space Invaders '95 - Attack Of The Lunar Loonies (World);Untested;Untested;Untested;;;;;1995;Taito Corporation Japan;
spcking2;Space King 2;Untested;Untested;Untested;;;invaders;;1979;Konami;
spclaser;Space Laser;Untested;Untested;Untested;;;invaders;;1980;GamePlan (Taito);
spclforc;Special Forces;Untested;Untested;Untested;;;;;1985;Senko Industries (Magic Eletronics Inc. licence);
spdball;Speed Ball (prototype);Untested;Untested;Untested;;;;;1985;Williams;
spdcoin;Speed Coin (prototype);Untested;Untested;Untested;;;;;1984;Stern;
spdodgeb;Super Dodge Ball (US);Untested;Untested;Untested;;;;;1987;Technos;
speakres;Speak & Rescue;Untested;Untested;Untested;;;;;1980;Sun Electronics;
spectar;Spectar (revision 3);Untested;Untested;Untested;;;targ;;1980;Exidy;
speedatk;Speed Attack!;Untested;Untested;Untested;;;;;1984;Seta Kikaku Corp.;
speedbal;Speed Ball;Untested;Untested;Untested;;;;;1987;Tecfri;
speedspn;Speed Spin;Untested;Untested;Untested;;;;;1994;TCH;
spelunk2;Spelunker II;Untested;Untested;Untested;;;;;1986;Irem (licensed from Broderbund);
spelunkr;Spelunker;Untested;Untested;Untested;;;;;1985;Irem (licensed from Broderbund);
spf2t;Super Puzzle Fighter 2 Turbo (US 960620);Untested;OK;Untested;;;;;1996;Capcom;
spiders;Spiders (set 1);Untested;Untested;Untested;;;;;1981;Sigma Enterprises Inc.;
spiker;Spiker;Untested;Untested;Untested;;;;;1986;Bally/Sente;
spinlbrk;Spinal Breakers (World);Untested;Untested;Untested;;;;;1990;V-System Co.;
spinmast;Spin Master / Miracle Adventure;Untested;Untested;Untested;;neogeo;;;1993;Data East Corporation;
splash;Splash! (Ver. 1.2 World);Untested;Untested;Untested;;;;;1992;Gaelco;
splat;Splat!;Untested;Untested;Untested;;;;;1982;Williams;
splatter;Splatter House (Japan);Untested;Untested;OK;;;;Fixed! see https://github.com/libretro/mame2003-libretro/issues/22;1988;Namco;
splndrbt;Splendor Blast;Untested;Untested;Untested;;;;;1985;Alpha Denshi Co.;
spnchout;Super Punch-Out!!;Untested;Untested;OK;;;;;1984;Nintendo;
sprcros2;Super Cross 2 (Japan);Untested;Untested;Untested;;;;;1986;GM Shoji;
springer;Springer;Untested;Untested;Untested;;;;;1982;Orca;
sprint1;Sprint 1;Untested;Untested;Untested;;;;;1978;Atari;
sprint4;Sprint 4 (set 1);Untested;Untested;Untested;;;;;1977;Atari;
sprint8;Sprint 8;Untested;Untested;Untested;;;;;1977;Atari;
spy;S.P.Y. - Special Project Y (World ver. N);Untested;Untested;Untested;;;;;1989;Konami;
spyhunt;Spy Hunter;Untested;Untested;Untested;;;;;1983;Bally Midway;
spyhunt2;Spy Hunter 2 (rev 2);Untested;Untested;Untested;;;;;1987;Bally Midway;
sqbert;Faster, Harder, More Challenging Q*bert (prototype);Untested;Untested;Untested;;;qbert;;1983;Mylstar;
srdarwin;Super Real Darwin (World);Untested;Untested;Untested;;;;;1987;Data East Corporation;
srdmissn;S.R.D. Mission;Untested;Untested;Untested;;;;;1986;Taito Corporation;
srmp2;Super Real Mahjong Part 2 (Japan);Untested;Untested;Untested;;;;;1987;Seta;
srmp3;Super Real Mahjong Part 3 (Japan);Untested;Untested;Untested;;;;;1988;Seta;
srmp4;Super Real Mahjong PIV (Japan);Untested;Untested;Untested;;;;;1993;Seta;
srmp7;Super Real Mahjong P7 (Japan);Untested;Untested;Untested;;;;;1997;Seta;
srumbler;The Speed Rumbler (set 1);Untested;Untested;Untested;;;;;1986;Capcom;
ssf2;Super Street Fighter 2: The New Challengers (World 930911);Untested;OK;OK;;;;;1993;Capcom;
sshangha;Super Shanghai Dragon's Eye (Japan);Untested;Untested;Untested;;;;;1992;Hot-B.;
sshooter;Sharpshooter (Rev 1.7);Untested;Untested;Untested;;;;;1998;P&P Marketing;
ssi;Super Space Invaders '91 (World);Untested;OK;OK;;;;;1990;Taito Corporation Japan;
ssideki;Super Sidekicks / Tokuten Ou;Untested;Untested;Untested;;neogeo;;;1992;SNK;
ssideki2;Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - real fight football;Untested;Untested;Untested;;neogeo;;;1994;SNK;
ssideki3;Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikoue no michi;Untested;Untested;Untested;;neogeo;;;1995;SNK;
ssideki4;Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero, The;Untested;Untested;Untested;;neogeo;;;1996;SNK;
sslam;Super Slam;Untested;Untested;Untested;;;;;1993;Playmark;
ssmissin;S.S. Mission;Untested;Untested;Untested;;;;;1992;Comad;
ssoldier;Superior Soldiers (US);Untested;Untested;Untested;;;;;1993;Irem America;
ssozumo;Syusse Oozumou (Japan);Untested;Untested;Untested;;;;;1984;Technos;
sspacaho;Space Attack / Head On;Untested;Untested;Untested;;;;;1979;Sega;
sspaceat;Space Attack (upright);Untested;Untested;Untested;;;;;1979;Sega;
sspeedr;Super Speed Race;Untested;Untested;Untested;;;;;1979;Midway;
ssprint;Super Sprint (rev 4);Untested;Untested;Untested;;;;;1986;Atari Games;
ssriders;Sunset Riders (World 4 Players ver. EAC);Untested;OK;Untested;;;;;1991;Konami;
ssrj;Super Speed Race Junior (Japan);Untested;Untested;Untested;;;;;1985;Taito Corporation;
sstingry;Super Stingray;Untested;Untested;Untested;;;;;1986;Alpha Denshi Co.;
sstrangr;Space Stranger;Untested;Untested;Untested;;;invaders;;1978;Yachiyo Electronics, Ltd.;
sstrngr2;Space Stranger 2;Untested;Untested;Untested;;;invaders;;1979;Yachiyo Electronics, Ltd.;
stactics;Space Tactics;Untested;Untested;Untested;;;;;1981;Sega;
stadhero;Stadium Hero (Japan);Untested;Untested;Untested;;;;;1988;Data East Corporation;
stakwin;Stakes Winner / Stakes Winner - GI kinzen seihae no michi;Untested;Untested;Untested;;neogeo;;;1995;Saurus;
stakwin2;Stakes Winner 2;Untested;Untested;Untested;;neogeo;;;1996;Saurus;
starblad;Starblade;Untested;Untested;Untested;;;;;1991;Namco;
starcrus;Star Cruiser;Untested;Untested;Untested;;;;;1977;RamTek;
starfire;Star Fire (set 1);Untested;Untested;Untested;;;;;1979;Exidy;
starforc;Star Force;Untested;Untested;Untested;;;;;1984;Tehkan;
stargate;Stargate;Untested;Untested;OK;;;;;1981;Williams;
stargrds;Star Guards;Untested;Untested;Untested;;;;;1987;Bally Midway;
starhawk;Star Hawk;Untested;Untested;Untested;;;;;1981;Cinematronics;
starjack;Star Jacker (Sega);Untested;Untested;Untested;;;;;1983;Sega;
starlstr;Vs. Star Luster;Untested;Untested;Untested;;;;;1985;Namco;
starshp1;Starship 1;Untested;Untested;Untested;;;;;1977;Atari;
starswep;Star Sweep (STP1/VER.A);Untested;Untested;Untested;;;;;1997;Axela/Namco;
startrek;Star Trek;Untested;Untested;Untested;;;;;1982;Sega;
statriv2;(Status) Triv Two;Untested;Untested;Untested;;;;;1984;Status Games;
stdragon;Saint Dragon;Untested;OK;Untested;;;;;1989;Jaleco;
steeltal;Steel Talons (rev 2);Untested;Untested;Untested;;;;;1991;Atari Games;
stg;Strike Gunner S.T.G;Untested;Untested;Untested;;;;;1991;Athena / Tecmo;
stinger;Stinger;Untested;Untested;Untested;;;;;1983;Seibu Denshi;
stkclmns;Stack Columns (Japan);Untested;Untested;Untested;;;;;1994;Sega;
stlforce;Steel Force;Untested;Untested;Untested;;;;;1994;Electronic Devices Italy / Ecogames S.L. Spain;
stmblade;Storm Blade (US);Untested;Untested;Untested;;;;;1996;Visco;
stocker;Stocker;Untested;Untested;Untested;;;;;1984;Bally/Sente;
stoffy;Super Toffy;Untested;Untested;Untested;;;;;1994;Midas (Unico license);
stompin;Stompin';Untested;Untested;Untested;;;;;1986;Bally/Sente;
stonebal;Stone Ball (4 Players);Untested;Untested;OK;;;;;1994;Art & Magic;
strahl;Koutetsu Yousai Strahl (Japan set 1);Untested;Untested;Untested;;;;;1992;UPL;
stratab;Strata Bowling (V3);Untested;Untested;Untested;;;;;1990;Strata/Incredible Technologies;
stratgyx;Strategy X;Untested;Untested;Untested;;;;;1981;Konami;
stratof;Raiga - Strato Fighter (US);Untested;Untested;Untested;;;;;1991;Tecmo;
streakng;Streaking;Untested;Untested;Untested;;;;;1981;Shoei;
streetsm;Street Smart (US version 2);Untested;Untested;Untested;;;;;1989;SNK;
strhoop;Street Hoop / Street Slam / Dunk Dream;Untested;Untested;Untested;;neogeo;;;1994;Data East Corporation;
strider;Strider (US set 1);Untested;OK;OK;;;;;1989;Capcom;
strkforc;Strike Force (rev 1 02/25/91);Untested;Untested;Untested;;;;;1991;Midway;
strkzone;Strike Zone Baseball;Untested;Untested;Untested;;;;;1988;Leland Corp.;
strnskil;Strength & Skill;Untested;Untested;Untested;;;;;1984;Sun Electronics;
strtheat;Street Heat - Cardinal Amusements;Untested;Untested;Untested;;;dkongjr;;1985;Epos Corporation;
strvmstr;Super Trivia Master;Untested;Untested;Untested;;;;;1986;Enerdyne Technologies Inc.;
stvbios;ST-V Bios;Untested;Untested;Untested;;;;;1996;Sega;
subroc3d;Subroc-3D;Untested;Untested;Untested;;;;;1982;Sega;
subs;Subs;Untested;Untested;Untested;;;;;1977;Atari;
sucasino;Super Casino;Untested;Untested;Untested;;;;;1984;Data Amusement;
sundance;Sundance;Untested;Untested;Untested;;;;;1979;Cinematronics;
supbtime;Super Burger Time (World);Untested;Untested;Untested;;;;;1990;Data East Corporation;
superbik;Superbike;Untested;Untested;Untested;;;;;1983;Century Electronics;
superbug;Super Bug;Untested;Untested;Untested;;;;;1977;Atari;
superchs;Super Chase - Criminal Termination (US);Untested;Untested;Untested;;;;;1992;Taito America Corporation;
superman;Superman;Untested;OK;OK;;;;;1988;Taito Corporation;
superpac;Super Pac-Man;Untested;Untested;OK;;;;;1982;Namco;
superspy;The Super Spy;Untested;Untested;Untested;;neogeo;;;1990;SNK;
supertnk;Super Tank;Untested;Untested;Untested;;;;;1981;Video Games GmbH;
supertr2;Super Triv II;Untested;Untested;Untested;;;;;1986;Status Games;
superx;Super-X (NTC);Untested;Untested;Untested;;;;;1994;NTC;
suprglob;Super Glob;Untested;Untested;Untested;;;;;1983;Epos Corporation;
suprloco;Super Locomotive;Untested;Untested;Untested;;;;;1982;Sega;
suprslam;Super Slams;Untested;Untested;Untested;;;;;1995;Banpresto / Toei Animation;
supxevs;Vs. Super Xevious;Untested;Untested;Untested;;;;;1986;Namco;
surpratk;Surprise Attack (Japan ver. M);Untested;Untested;Untested;;;;;1990;Konami;
survarts;Survival Arts (USA);Untested;Untested;Untested;;;;;1993;American Sammy;
suzuk8h2;Suzuka 8 Hours 2 (Japan);Untested;Untested;Untested;;;;;1993;Namco;
suzuka8h;Suzuka 8 Hours (World?);Untested;Untested;Untested;;;;;1992;Namco;
svf;Super Visual Football: European Sega Cup;Untested;Untested;Untested;;;;;1994;Sega;
svolley;Super Volleyball (Japan);Untested;Untested;Untested;;;;;1989;V-System Co.;
swat;SWAT;Untested;Untested;Untested;;;;;1984;Coreland / Sega;
swcourt;Super World Court (Japan);Untested;Untested;Untested;;;;;1992;Namco;
swimmer;Swimmer (set 1);Untested;Untested;Untested;;;;;1982;Tehkan;
sws92;Super World Stadium '92 (Japan);Untested;Untested;Untested;;;;;1992;Namco;
sws93;Super World Stadium '93 (Japan);Untested;Untested;Untested;;;;;1993;Namco;
sws95;Super World Stadium '95 (Japan);Untested;Untested;Untested;;;;;1995;Namco;
sws96;Super World Stadium '96 (Japan);Untested;Untested;Untested;;;;;1996;Namco;
sws97;Super World Stadium '97 (Japan);Untested;Untested;Untested;;;;;1997;Namco;
syvalion;Syvalion (Japan);Untested;Untested;Untested;;;;;1988;Taito Corporation;
szaxxon;Super Zaxxon;Untested;Untested;OK;;;zaxxon;;1982;Sega;
tacscan;Tac/Scan;Untested;Untested;OK;;;;no audio;1982;Sega;
tactcian;Tactician (set 1);Untested;Untested;Untested;;;;;1982;[Konami] (Sega license);
tail2nos;Tail to Nose - Great Championship;Untested;Untested;Untested;;;;;1989;V-System Co.;
